"Subtype","Provider","Name","Town","Clients","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 22/23","Enforcements since 22/23"
"Care at Home","Private","Active Healthcare Services","Livingston","Adults","05/09/2023",5,5,NA,5,5,"11/08/2023","2015_11",0,0
"Care at Home","Voluntary or Not for Profit","Guide Communicator Service","Kirkintilloch","Adults","16/01/2024",5,5,NA,4,4,"15/11/2023","2016_1",0,0
"Care at Home","Private","I C Care Ltd","Glasgow","Adults","04/03/2024",5,4,NA,4,2,"12/01/2024","2016_2",0,0
"Care at Home","Voluntary or Not for Profit","Castlebrae Retirement Plus Service","Edinburgh","Adults","14/09/2023",5,5,NA,5,5,"29/08/2023","2016_4",0,0
"Care at Home","Voluntary or Not for Profit","Scottish Autism - South West Scotland Services","Lanark","Adults","18/12/2019",5,5,NA,5,5,"27/11/2019","2015_8",0,0
"Care at Home","Voluntary or Not for Profit","Community Support Services","Glasgow","Adults","29/11/2023",5,4,NA,NA,4,"08/11/2023","2016_2",0,0
"Care at Home","Private","Diamond Home Assist LLP","Livingston","Adults","27/02/2024",5,5,NA,5,5,"05/02/2024","2016_7",0,0
"Care at Home","Voluntary or Not for Profit","Community Lifestyles - Glasgow West","Glasgow","Adults","18/01/2023",5,5,NA,5,4,"19/12/2022","2016_1",0,0
"Care at Home","Voluntary or Not for Profit","Renfrewshire Outreach Service","Johnstone","Adults","08/10/2019",5,5,NA,5,5,"30/08/2019","2016_3",0,0
"Care at Home","Voluntary or Not for Profit","Q-Connects","Ayr","Adults","01/07/2019",5,5,NA,5,4,"29/05/2019","2016_7",0,0
"Care at Home","Voluntary or Not for Profit","Edinburgh Mental Health Service","Edinburgh","Adults","20/04/2023",5,5,NA,5,5,"28/02/2023","2016_4",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Broomfield","Montrose","Adults","21/03/2023",4,5,NA,5,4,"01/02/2023","2016_5",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Portlethen","Portlethen","Adults","20/03/2020",5,5,NA,5,4,"04/02/2020","2016_3",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Inverurie","Inverurie","Adults","17/02/2022",4,3,NA,3,3,"08/02/2022","2016_3",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Elgin","Elgin","Adults","16/07/2021",5,5,NA,5,5,"08/06/2021","2016_3",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Macduff","Macduff","Adults","29/01/2020",5,5,NA,5,5,"05/12/2019","2016_4",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Bathgate Gideon Street","Bathgate","Adults","24/04/2023",5,4,NA,4,5,"19/04/2023","2017_9",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options North East Fife Services","Cupar","Adults","12/12/2023",5,4,NA,4,4,"17/11/2023","2016_4",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Glenrothes Services","Glenrothes","Adults","19/06/2023",4,5,NA,4,4,"26/04/2023","2016_4",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options Glasgow - Glenwood Service","Glasgow","Adults","08/04/2024",3,3,NA,3,3,"29/01/2024","2016_4",0,0
"Care at Home","Voluntary or Not for Profit","Homelink Caithness","Wick","Adults","21/06/2023",4,5,NA,5,5,"18/05/2023","2016_5",0,0
"Care at Home","Private","Contrast Care Limited","Beauly","Adults","25/07/2023",5,5,NA,5,5,"25/06/2019","2016_4",0,0
"Care at Home","Private","Hamill Homecare","Glasgow","Adults","27/09/2023",6,6,NA,5,5,"22/08/2023","2016_4",0,0
"Care at Home","Private","Monteith Personal Care Management Ltd","Edinburgh","Adults","12/02/2020",4,4,NA,4,5,"04/12/2019","2016_7",0,0
"Care at Home","Voluntary or Not for Profit","Ark Borders","Hawick","Adults","18/07/2023",4,4,NA,4,4,"07/06/2023","2016_2",0,0
"Care at Home","Private","Angels Home Care Lanarkshire Ltd","Hamilton","Adults","11/10/2023",5,5,NA,4,4,"04/10/2023","2016_2",0,0
"Care at Home","Private","Magdalen House","Dundee","Adults","04/12/2023",5,4,NA,4,4,"03/11/2023","2017_9",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone New Deer","Turriff","Adults","18/10/2022",5,3,NA,3,5,"29/09/2022","2016_4",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone Aberdeen South","Aberdeen","Adults","23/11/2023",3,3,NA,3,3,"21/06/2023","2016_4",0,0
"Care at Home","Private","Pro Care","Largs","Adults","03/11/2023",5,4,NA,5,4,"18/10/2023","2016_5",0,0
"Care at Home","Private","Rainbow VIP's","Ayrshire","Adults","22/06/2023",3,3,NA,5,5,"10/05/2023","2016_8",0,0
"Other than Care at home","Private","Broomhill Day Centre","Penicuik","Adults","08/01/2018",3,3,4,3,3,"03/11/2017","2016_9",0,0
"Care at Home","Private","Edinburgh Homecare T/A Meloosha Homecare Edinburgh","Edinburgh","Adults","25/01/2024",4,4,NA,4,4,"06/06/2023","2016_11",0,0
"Care at Home","Private","Care Solutions","Stranraer","Adults","30/01/2024",4,5,NA,5,4,"05/10/2023","2016_4",0,0
"Other than Care at home","Private","Corstorphine Dementia Project Limited","Edinburgh","Adults","05/10/2017",5,5,4,5,5,"31/08/2017","2016_7",0,0
"Other than Care at home","Voluntary or Not for Profit","Lynton Day Centre","East Linton","Adults","31/05/2023",4,4,4,5,3,"28/04/2023","2016_3",0,0
"Other than Care at home","Local Authority","Wallacewell Day Care","Glasgow","Adults","22/08/2023",5,5,6,5,4,"11/08/2023","2017_1",0,0
"Other than Care at home","Voluntary or Not for Profit","St. David's Bradbury Day Centre","Dalkeith","Adults","19/09/2018",5,5,4,4,4,"02/08/2018","2016_8",0,0
"Care at Home","Voluntary or Not for Profit","Reach4Reality","Inverness","Adults","26/09/2019",5,5,NA,5,5,"20/08/2019","2016_6",0,0
"Care at Home","Voluntary or Not for Profit","Blackwood Care Edinburgh West","Edinburgh","Adults","01/05/2023",3,3,NA,4,3,"20/03/2023","2016_8",0,0
"Care at Home","Voluntary or Not for Profit","Jedburgh Services","Duns","Adults","13/06/2023",5,6,NA,5,5,"01/06/2023","2016_7",0,0
"Care at Home","Private","Plus Homecare Ltd","Glasgow","Adults","26/05/2023",5,5,NA,4,5,"21/04/2023","2016_7",0,0
"Care at Home","Voluntary or Not for Profit","Marie Curie Care at Home Scotland North West","Glasgow","Adults","05/02/2020",5,5,NA,5,5,"12/04/2024","2017_1",0,0
"Care at Home","Private","Enhance Support & Care","Peebles","Adults","01/02/2023",5,5,NA,5,5,"25/01/2023","2016_7",0,0
"Care at Home","Local Authority","Learning Disabilities Service - Supported Living Network","Kirkwall","Adults","22/05/2019",3,3,NA,3,3,"24/04/2019","2017_1",0,0
"Care at Home","Voluntary or Not for Profit","Linlithgow and District Community Day Care Centre","Linlithgow","Adults","29/05/2017",5,5,3,4,5,"27/04/2017","2016_12",0,0
"Care at Home","Private","SRS Care Solutions Limited","Hamilton","Adults","17/04/2024",3,3,NA,4,2,"21/02/2024","2016_8",1,0
"Care at Home","Private","Assisted Services Fife Ltd","Glenrothes","Adults","02/04/2024",3,4,NA,3,3,"11/01/2024","2016_12",5,0
"Care at Home","Voluntary or Not for Profit","Thera (Scotland) - (Inverness and the Highlands)","Edinburgh","Adults","30/08/2023",5,4,NA,4,5,"11/08/2023","2016_7",0,0
"Care at Home","Private","Beyond Limits (Dumfries & Galloway)","Lockerbie","Adults","20/04/2023",6,6,NA,5,5,"14/02/2023","2016_11",0,0
"Other than Care at home","Voluntary or Not for Profit","Alcohol and Drugs Action Recovery Services","Aberdeen","Adults","08/02/2018",5,5,5,5,5,"29/11/2017","2016_11",0,0
"Care at Home","Private","My Homecare (Dundee) Ltd","Dundee","Adults","25/09/2022",5,3,NA,3,4,"27/06/2022","2016_10",4,0
"Other than Care at home","Voluntary or Not for Profit","Cornerstone Clasp","Helensburgh","Adults","13/02/2020",6,6,NA,5,5,"10/12/2019","2016_12",0,0
"Other than Care at home","Private","Lochend Neighbourhood Centre","Edinburgh","Adults","20/04/2018",5,5,5,5,5,"14/03/2018","2017_2",0,0
"Care at Home","Local Authority","Pleyfauld House Very Sheltered Housing","Inverurie","Adults","10/10/2019",5,5,NA,4,5,"20/09/2019","2017_2",0,0
"Care at Home","Health Board","North Highland Care @ Home Service","Wick","Adults","13/03/2024",4,4,NA,4,3,"09/02/2024","2016_8",1,0
"Care at Home","Voluntary or Not for Profit","Highland Services","Elgin","Adults","10/05/2022",5,5,NA,5,5,"03/05/2022","2016_9",0,0
"Care at Home","Private","Family Friends","Dundee","Adults","14/08/2020",5,5,NA,4,4,"12/11/2019","2017_2",0,0
"Care at Home","Private","Bright Care (Stirling)","Stirling","Adults","14/02/2024",5,5,NA,5,5,"22/01/2024","2016_12",0,0
"Care at Home","Private","Strachan Care Services","Carnoustie","Adults","06/11/2023",3,4,NA,3,3,"26/03/2024","2017_6",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living: Ayrshire & Surrounding Area","Ardrossan","Adults","11/04/2024",5,5,NA,5,5,"27/03/2024","2016_10",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living: Glasgow 2 & Surrounding Area","Glasgow","Adults","24/05/2023",5,5,NA,5,5,"28/04/2023","2016_10",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living: Dundee 3 & Surrounding Area","Dundee","Adults","23/07/2019",5,5,NA,5,5,"11/04/2024","2016_10",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living: Dundee 1 & Surrounding Area","Dundee","Adults","07/04/2023",4,5,NA,5,3,"03/02/2023","2016_10",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living: Perth & Kinross & Surrounding Area","Perth","Adults","08/06/2022",3,3,NA,3,3,"17/05/2022","2016_10",0,0
"Care at Home","Private","Glasgow Homecare Limited t/a Home Instead","Glasgow","Adults","19/05/2023",5,6,NA,5,5,"04/05/2023","2016_11",0,0
"Care at Home","Private","Gold Healthcare","Inverness","Adults","31/03/2023",5,4,NA,5,5,"01/12/2022","2016_11",0,0
"Care at Home","Voluntary or Not for Profit","Aberdeen City & Shire Support Service","Inverurie","Adults","04/12/2023",4,5,NA,4,4,"12/06/2023","2017_3",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Highland Service B","Inverness","Adults","28/02/2024",3,4,NA,3,3,"11/01/2024","2017_1",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Highland Service C","Inverness","Adults","13/09/2023",4,4,NA,4,4,"17/08/2023","2017_1",1,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Highland Service D","Inverness","Adults","02/02/2024",3,4,NA,4,3,"19/01/2024","2017_1",0,0
"Other than Care at home","Voluntary or Not for Profit","Gullane Day Centre","Gullane","Adults","24/08/2023",5,5,5,4,4,"28/07/2023","2016_12",0,0
"Other than Care at home","Private","ION Enablement Centre","Falkirk","Adults","13/09/2023",5,5,4,4,5,"22/08/2023","2016_9",0,0
"Care at Home","Voluntary or Not for Profit","John Bellany Day Centre","Prestonpans","Adults","31/07/2023",5,5,5,5,4,"19/07/2023","2016_12",0,0
"Care at Home","Private","Delight Supported Living Ltd - Ayrshire","Irvine","Adults","02/04/2024",4,4,NA,4,4,"29/02/2024","2016_12",0,0
"Other than Care at home","Voluntary or Not for Profit","GATE","Linlithgow","Adults","20/09/2017",5,5,5,4,4,"04/09/2017","2016_10",0,0
"Care at Home","Voluntary or Not for Profit","Muirfield Outreach","Irvine","Adults","06/08/2020",6,6,NA,5,6,"05/03/2020","2016_12",0,0
"Other than Care at home","Voluntary or Not for Profit","Shakti Children's Service","Edinburgh","Adults","13/04/2018",4,4,4,4,4,"16/02/2018","2017_3",0,0
"Other than Care at home","Voluntary or Not for Profit","Aberlour Options - Lothian Community Connections","Prestonpans","Adults","19/09/2019",4,4,NA,4,5,"11/09/2019","2017_10",0,0
"Other than Care at home","Local Authority","Inclusive Support Service","Glasgow","Adults","12/02/2020",4,4,NA,4,3,"20/12/2019","2017_11",0,0
"Care at Home","Private","Care for you Scotland","Paisley","Adults","06/03/2024",5,5,NA,5,3,"31/07/2023","2016_12",0,0
"Care at Home","Private","Purple Social Care - Care at Home","Edinburgh","Adults","08/03/2023",4,5,NA,4,4,"12/01/2023","2016_12",0,0
"Care at Home","Private","Edge Group Scotland Ltd","Musselburgh","Adults","01/11/2019",6,6,NA,5,6,"14/08/2019","2016_12",0,0
"Care at Home","Private","Heather's Bespoke Care","Hamilton","Adults","23/10/2019",5,5,NA,4,4,"11/09/2019","2017_1",0,0
"Care at Home","Private","Home Instead South Lanarkshire","Lanark","Adults","08/09/2020",5,5,NA,5,5,"26/02/2020","2017_3",0,0
"Care at Home","Private","Delight Supported Living East Lothian","Musselburgh","Adults","06/03/2024",4,4,NA,4,4,"09/02/2024","2016_12",0,0
"Other than Care at home","Voluntary or Not for Profit","Tranent Day Care Centre","Tranent","Adults","01/09/2023",4,4,5,5,4,"24/07/2023","2017_3",0,0
"Other than Care at home","Voluntary or Not for Profit","Primrose Day Centre","Tranent","Adults","17/09/2019",4,4,5,5,4,"08/08/2019","2017_3",0,0
"Care at Home","Voluntary or Not for Profit","Glasgow Mental Health and Huntingtons Service","Glasgow","Adults","02/02/2023",5,5,NA,5,5,"20/01/2023","2017_6",0,0
"Care at Home","Private","CERA - Ayrshire","Prestwick","Adults","05/10/2023",4,4,NA,4,4,"19/09/2023","2016_12",1,0
"Care at Home","Private","Kingdom Care at Home Children and Young People - 1","Dunfermline","Adults","09/01/2024",5,4,NA,4,5,"07/12/2023","2017_3",0,0
"Care at Home","Private","Kingdom Care at Home - 2","Dunfermline","Adults","13/07/2023",3,5,NA,3,3,"22/06/2023","2017_3",0,0
"Care at Home","Private","Kingdom Care at Home - 1","Dunfermline","Adults","19/10/2023",5,5,NA,5,5,"27/09/2023","2017_3",0,0
"Care at Home","Voluntary or Not for Profit","The Michael Tracey Project","Glasgow","Adults","07/08/2023",4,5,NA,4,4,"30/06/2023","2017_5",0,0
"Care at Home","Private","Eidyn Care Limited","Edinburgh","Adults","09/01/2024",6,6,NA,6,5,"22/11/2023","2017_4",0,0
"Care at Home","Private","Shaw Community Living - Edinburgh","Edinburgh","Adults","16/10/2023",5,4,NA,5,4,"10/10/2023","2017_5",0,0
"Other than Care at home","Voluntary or Not for Profit","Fiveways Day Centre","Dundee","Adults","18/09/2018",4,4,4,4,3,"31/07/2018","2017_6",0,0
"Care at Home","Private","ION Care and Support Services Falkirk and West Lothian","Broxburn","Adults","13/03/2024",5,5,NA,5,6,"13/03/2024","2017_8",0,0
"Care at Home","Voluntary or Not for Profit","Queens Cross Wellbeing for Good Mental Health Service","Glasgow","Adults","12/06/2023",6,6,NA,5,5,"05/05/2023","2017_5",0,0
"Care at Home","Private","Castle Care - Angus","Forfar","Adults","10/01/2024",4,4,NA,3,3,"24/11/2023","2017_9",0,0
"Care at Home","Voluntary or Not for Profit","Trust Housing Association Ltd - Branch 3 Care at Home","Glasgow","Adults","07/09/2023",5,5,NA,5,5,"21/08/2023","2017_5",0,0
"Other than Care at home","Voluntary or Not for Profit","Stepping Stones","Clydebank","Adults","29/05/2023",5,5,NA,5,5,"30/10/2019","2017_10",0,0
"Care at Home","Private","Caledonia Social Care (West)","Glasgow","Adults","24/01/2020",5,5,NA,5,5,"10/01/2020","2017_4",0,0
"Care at Home","Private","Almond Blossom Care","Edinburgh","Adults","19/12/2023",4,3,NA,3,3,"26/03/2024","2017_7",0,0
"Other than Care at home","Local Authority","Crosslet Day Services","Dumbarton","Adults","07/09/2018",5,5,5,5,5,"31/05/2018","2017_7",0,0
"Care at Home","Voluntary or Not for Profit","Abbeyfield Stewartry (Support & Care)","Castle Douglas","Adults","23/04/2019",5,5,NA,5,6,"05/04/2019","2017_4",0,0
"Other than Care at home","Private","Elizabeth House Day Care Centre","Kirkcaldy","Adults","22/05/2018",5,5,5,5,5,"17/04/2018","2017_6",0,0
"Other than Care at home","Voluntary or Not for Profit","Lothian Autistic Society Support Services Trading As Branch Out Together","Edinburgh","Adults","05/03/2019",4,4,NA,4,4,"06/12/2018","2017_8",0,0
"Care at Home","Private","Bespoke Clinical Care","Hamilton","Adults","11/12/2019",6,6,NA,5,6,"27/11/2019","2017_3",0,0
"Care at Home","Private","1st Focus Homecare","Edinburgh","Adults","12/12/2023",5,5,NA,5,5,"16/11/2023","2017_6",0,0
"Care at Home","Private","Home Help Me Care Ltd","Edinburgh","Adults","29/11/2023",6,5,NA,5,5,"01/11/2023","2017_8",0,0
"Care at Home","Private","Potters Health Care","Falkirk","Adults","21/11/2023",5,5,NA,4,5,"02/11/2023","2017_8",1,0
"Care at Home","Voluntary or Not for Profit","Together in Lanarkshire","Glasgow","Adults","20/07/2020",5,5,5,5,5,"25/02/2020","2018_5",0,0
"Other than Care at home","Voluntary or Not for Profit","Barnardo's Thrive","Greenock","Adults","09/12/2021",5,5,5,5,5,"15/09/2021","2018_1",0,0
"Care at Home","Private","Here2Care","Kirkwall","Adults","17/03/2023",6,6,NA,5,5,"09/02/2023","2017_8",0,0
"Care at Home","Voluntary or Not for Profit","The Disabilities Trust Community Services (Scotland)","Glasgow","Adults","06/03/2024",5,4,NA,4,4,"09/02/2024","2018_3",0,0
"Care at Home","Voluntary or Not for Profit","SAMH WayForward Service","Glasgow","Adults","14/02/2024",4,4,NA,4,4,"18/01/2024","2017_6",0,0
"Care at Home","Private","T and I Professional Services","Elgin","Adults","31/01/2023",5,5,NA,4,5,"26/01/2023","2017_8",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living Lanarkshire 2 & surrounding area","Hamilton","Adults","14/12/2023",5,5,NA,5,5,"22/11/2023","2017_8",0,0
"Care at Home","Private","Able Care @ Home","Aberdeen","Adults","24/05/2023",4,4,NA,4,4,"17/05/2023","2017_9",1,0
"Care at Home","Private","Spotlight Support","Edinburgh","Adults","23/03/2023",5,5,NA,5,5,"20/02/2023","2017_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Dundee Services","Dundee","Adults","30/08/2023",5,6,NA,5,5,"07/08/2023","2017_8",0,0
"Care at Home","Private","Prestige Nursing and Care - Dundee","Dundee","Adults","10/05/2023",3,4,NA,4,3,"09/03/2023","2018_11",3,0
"Care at Home","Voluntary or Not for Profit","Cyrenians Communities","Edinburgh","Adults","12/06/2023",5,5,NA,5,5,"02/05/2023","2018_1",0,0
"Care at Home","Voluntary or Not for Profit","East Lothian Support Services","Musselburgh","Adults","08/01/2024",4,4,NA,4,4,"15/11/2023","2017_9",0,0
"Care at Home","Private","Angus Homecare Services","Forfar","Adults","03/02/2020",4,4,NA,3,4,"29/04/2024","2017_11",0,0
"Care at Home","Private","TLA Neighbourhood Services","Dundee","Adults","26/02/2024",4,4,NA,3,3,"07/02/2024","2017_9",0,0
"Care at Home","Local Authority","Woodview","Elgin","Adults","12/10/2018",5,5,NA,4,4,"03/09/2018","2017_8",0,0
"Care at Home","Private","LTS Social Care Services","Edinburgh","Adults","06/12/2023",5,4,NA,4,4,"08/11/2023","2018_7",0,0
"Care at Home","Private","Local Lanarkshire Care","Airdrie","Adults","21/08/2023",5,5,NA,5,5,"21/07/2023","2017_9",0,0
"Care at Home","Local Authority","NE Hub - Re-ablement Service","Edinburgh","Adults","12/05/2023",5,4,NA,4,5,"24/07/2019","2017_10",0,0
"Care at Home","Local Authority","NE Home Care Service Leith","Edinburgh","Adults","12/05/2023",5,4,NA,4,5,"05/07/2019","2017_10",0,0
"Care at Home","Local Authority","SW Hub - Re-ablement Service","Edinburgh","Adults","03/02/2023",5,5,NA,5,5,"30/01/2023","2017_10",0,0
"Care at Home","Local Authority","SE Home Care Service Cluster 2","Edinburgh","Adults","08/12/2022",5,4,NA,4,5,"07/12/2022","2017_10",0,0
"Care at Home","Voluntary or Not for Profit","FunFirst Children and Young People's Service","Stevenston","Adults","06/12/2019",4,4,NA,4,5,"15/10/2019","2017_10",0,0
