"CareService","Subtype","ServiceType","ServiceName","Service_town","Service_Postcode","ServiceProvider","Provided_by_Local_Authority","Date_Reg","CareHome_Main_Area_of_Care","Council_Area_Name","NumberStaff","Registered_Places","Client_group","GradeSpread","MinGrade","MaxGrade","MinGrade_change","Publication_of_Latest_Grading","KQ_Support_Wellbeing","KQ_Care_and_Support_Planning","KQ_Setting","KQ_Staff_Team","KQ_Leadership","KQ_Care_Play_and_Learning","Complaints_upheld_2122","Complaints_upheld_2223","Complaints_upheld_2324","Enforcements_issued_2122","Enforcements_issued_2223","Enforcements_issued_2324","any_requirements_2122","any_requirements_2223","any_requirements_2324","Last_inspection_Date"
"Support Service","Care at Home","Voluntary or Not for Profit","Drylaw Rainbow Club Day Centre","Edinburgh","EH4 2RG","Drylaw Rainbow Club Day Centre","No","2009_12",NA,"City of Edinburgh",4.5,15,"Adults","5 or 6",5,6,"Same","12/02/2018",6,6,5,6,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"05/02/2018"
"Child Minding",NA,"Private","Anderson, Elaine","Strathaven",NA,NA,"No","2009_9",NA,"South Lanarkshire",1,6,"Children","5 or 6",5,5,"Same","05/07/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","21/06/2023"
"Child Minding",NA,"Private","McConnell, Angela","Greenock",NA,NA,"No","2009_5",NA,"Inverclyde",NA,6,"Children","Mix",4,5,"Same","15/06/2020",NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/02/2020"
"Day Care of Children","Day Care of Children (under 3s)","Private","Cheeky Monkeys","Auchterarder","PH3 1DN","Ashley Craik trading as Cheeky Monkeys","No","2008_10",NA,"Perth & Kinross",14.5,86,"Children","Mix",4,4,"Same","30/06/2023",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","23/05/2023"
"Day Care of Children","Day Care of Children (over 3s)","Local Authority","Westfield Primary School Nursery Class","Bathgate","EH48 3DE","West Lothian Council","Yes","2008_9",NA,"West Lothian",2.6,21,"Children","5 or 6",5,5,"Same","20/09/2017",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26/06/2017"
"Day Care of Children","Day Care of Children (over 3s)","Private","CK Childcare","Erskine","PA8 6AE","Carli's Kindergarten Ltd","No","2008_8",NA,"Renfrewshire",1.12,24,"Children","Mix",4,5,"Same","09/01/2023",NA,NA,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"22/11/2022"
"Day Care of Children","Day Care of Children (over 3s)","Local Authority","Westpark School Nursery","Aberdeen","AB16 7JD","Aberdeen City Council","Yes","2008_8",NA,"Aberdeen City",NA,40,"Children","5 or 6",5,5,"Same","11/12/2018",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/11/2018"
"Housing Support Service",NA,"Voluntary or Not for Profit","L'Arche Edinburgh","Edinburgh","EH6 7EY","L'Arche","No","2008_9",NA,"City of Edinburgh",35.36,0,"Adults","5 or 6",5,5,"Same","15/11/2019",5,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/09/2019"
"Child Minding",NA,"Private","Alldridge, Louise","Kilmarnock",NA,NA,"No","2009_4",NA,"East Ayrshire",NA,6,"Children","Mix",4,5,"Same","09/09/2019",NA,NA,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/07/2019"
"Support Service","Care at Home","Voluntary or Not for Profit","L'Arche Edinburgh","Edinburgh","EH6 7EY","L'Arche","No","2008_9",NA,"City of Edinburgh",35.36,0,"Adults","5 or 6",5,5,"Same","15/11/2019",5,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/09/2019"
"Adult Placement Service",NA,"Voluntary or Not for Profit","Springboard Supported Lodging Service","Inverness","IV2 6DL","Barnardo's 'known as' Barnardo's Scotland","No","2009_2",NA,"Highland",1.3,2,"Adults","Mix",4,4,"Same","03/04/2019",4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22/02/2019"
"Child Minding",NA,"Private","Goudie, Kerry","Renfrew",NA,NA,"No","2009_2",NA,"Renfrewshire",NA,6,"Children","Mix",4,5,"Same","22/01/2020",NA,NA,5,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18/11/2019"
"Housing Support Service",NA,"Voluntary or Not for Profit","Eskmills Project","Edinburgh","EH15 2NL","Church of Scotland Trading as Crossreach","No","2009_4",NA,"City of Edinburgh",39.77,0,"Adults","Mix",4,6,"Same","16/03/2023",5,4,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"10/03/2023"
"Day Care of Children","Day Care of Children (under 3s)","Private","Thrive Childcare and Education Happitots Cove Bay","Aberdeen","AB12 3NX","Bertram Nurseries Limited","No","2008_7",NA,"Aberdeen City",17.62,63,"Children","Mix",4,4,"Same","28/11/2022",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","Inspected but no requirements",NA,"12/10/2022"
"Care Home Service","Children & Young People","Private","Care Visions - Lower Canglour","Stirling","FK7 9QP","Care Visions Group Limited","No","2008_9",NA,"Stirling",7.43,2,"Children","5 or 6",5,5,"Same","23/02/2023",5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"09/12/2022"
"Child Minding",NA,"Private","Chisholm, Linda","Irvine",NA,NA,"No","2008_10",NA,"North Ayrshire",NA,6,"Children","Mix",4,6,"Same","27/07/2018",NA,NA,6,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/07/2018"
"Child Minding",NA,"Private","Watson, Elizabeth","Kilmarnock",NA,NA,"No","2009_5",NA,"East Ayrshire",NA,6,"Children","Mix",3,4,"Same","30/03/2023",NA,NA,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"17/02/2023"
"Child Minding",NA,"Private","Scott, Mary","Wishaw",NA,NA,"No","2008_10",NA,"North Lanarkshire",NA,6,"Children","Mix",4,4,"Same","05/12/2019",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/11/2019"
"Child Minding",NA,"Private","Crawford, Bridget","Hamilton",NA,NA,"No","2009_2",NA,"South Lanarkshire",NA,6,"Children","Mix",4,4,"Same","10/02/2016",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/12/2015"
"Support Service","Care at Home","Voluntary or Not for Profit","GAMH Community Support Services","Glasgow","G1 5PR","Glasgow Association for Mental Health","No","2009_4",NA,"Glasgow City",0.1,130,"Adults","5 or 6",5,5,"Same","12/11/2019",5,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02/10/2019"
"Child Minding",NA,"Private","Hall, Angela","Larkhall",NA,NA,"No","2009_1",NA,"South Lanarkshire",NA,6,"Children","Mix",3,4,"Decline","13/09/2023",NA,NA,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","22/08/2023"
"Day Care of Children","Day Care of Children (under 3s)","Local Authority","Sanderson's Wynd Primary School (Nursery Class and Wraparound)","Tranent","EH33 1DA","East Lothian Council","Yes","2008_8",NA,"East Lothian",13.24,84,"Children","Mix",4,4,"Same","13/01/2022",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,NA,"19/11/2021"
"Day Care of Children","Day Care of Children (under 3s)","Voluntary or Not for Profit","Tom Thumb Nursery and Playgroup Ltd","South Queensferry","EH30 9HU","Tom Thumb Nursery and Playgroup Ltd","No","2008_12",NA,"City of Edinburgh",230,40,"Children","Mix",4,5,"Same","28/10/2019",NA,NA,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/09/2019"
"Support Service","Care at Home","Voluntary or Not for Profit","Deaf Action Support Service - Care at Home","Edinburgh","EH14 1NE","Deaf Action","No","2008_9",NA,"City of Edinburgh",0.1,0,"Adults","Mix",4,5,"Same","22/11/2019",5,5,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17/10/2019"
"Housing Support Service",NA,"Voluntary or Not for Profit","East Central Scotland Services","Glasgow","G51 1PR","Community Integrated Care","No","2009_8",NA,"Glasgow City",109.19,0,"Adults","Mix",4,5,"Same","15/01/2020",5,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23/12/2019"
"Support Service","Care at Home","Voluntary or Not for Profit","East Central Scotland Services","Glasgow","G51 1PR","Community Integrated Care","No","2009_8",NA,"Glasgow City",0.01,0,"Adults","Mix",4,5,"Same","15/01/2020",5,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23/12/2019"
"Child Minding",NA,"Private","Atrih, Mounira","Dundee",NA,NA,"No","2011_8",NA,"Dundee City",NA,6,"Children","Mix",4,5,"Same","25/04/2017",NA,NA,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21/04/2017"
"Child Minding",NA,"Private","Cheshire, Francisca","Glasgow",NA,NA,"No","2008_12",NA,"South Lanarkshire",NA,6,"Children","Mix",4,4,"Same","06/01/2017",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15/01/2013"
"Day Care of Children","Day Care of Children (over 3s)","Local Authority","Luing Primary Pre Five Unit","Oban","PA34 4TY","Argyll and Bute Council","Yes","2010_2",NA,"Argyll & Bute",1.36,7,"Children","Mix",4,5,"Same","04/05/2017",NA,NA,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/11/2013"
"Day Care of Children","Day Care of Children (under 3s)","Local Authority","Lochgoilhead Primary Pre Five Unit","Cairndow","PA24 8AQ","Argyll and Bute Council","Yes","2009_6",NA,"Argyll & Bute",0.49,16,"Children","Mix",4,5,"Same","10/01/2020",NA,NA,4,4,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,"22/11/2019"
"Housing Support Service",NA,"Voluntary or Not for Profit","East Ayrshire Women's Aid","Kilmarnock",NA,"East Ayrshire Women's Aid Ltd","No","2012_2",NA,"East Ayrshire",12,0,"Adults","5 or 6",5,6,"Same","07/12/2017",5,5,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13/11/2017"
"Child Minding",NA,"Private","Mackie, Aileen","Macduff",NA,NA,"No","2009_6",NA,"Aberdeenshire",NA,6,"Children","Mix",3,4,"Same","19/12/2022",NA,NA,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","Inspected but no requirements","30/08/2023"
"Housing Support Service",NA,"Voluntary or Not for Profit","Threshold Glasgow","Glasgow","G40 1DA","Church of Scotland Trading as Crossreach","No","2009_3",NA,"Glasgow City",24.8,0,"Adults","Mix",4,5,"Same","08/11/2019",4,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/09/2019"
"Support Service","Care at Home","Voluntary or Not for Profit","Threshold Glasgow","Glasgow","G40 1DA","Church of Scotland Trading as Crossreach","No","2009_3",NA,"Glasgow City",22.92,0,"Adults","Mix",4,5,"Same","08/11/2019",4,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24/09/2019"
"Day Care of Children","Day Care of Children (under 3s)","Local Authority","Sgoil Araich an Taobh Siar","Isle Of Lewis","HS2 0QN","Comhairle Nan Eilean Siar","Yes","2008_8",NA,"Na h-Eileanan Siar",1.46,24,"Children","Mix",4,6,"Same","06/02/2019",NA,NA,6,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/11/2018"
"Child Minding",NA,"Private","Taylor, Claire","Ardrossan",NA,NA,"No","2009_4",NA,"North Ayrshire",NA,7,"Children","5 or 6",5,5,"Same","02/05/2022",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27/01/2016"
"Housing Support Service",NA,"Private","Westlands","Dundee","DD5 1PN","Balfield Properties T/A Westlands","No","2009_2",NA,"Dundee City",6.68,0,"Adults","5 or 6",5,6,"Same","08/03/2023",5,6,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"22/11/2022"
"Day Care of Children","Day Care of Children (under 3s)","Private","Windmill Nursery","Motherwell","ML1 1RT","Windmill Nursery","No","2008_9",NA,"North Lanarkshire",7.8,49,"Children","Mix",4,4,"Same","16/11/2022",NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"21/10/2022"
"Child Minding",NA,"Private","Logie, Lorraine","Glasgow",NA,NA,"No","2009_2",NA,"South Lanarkshire",NA,6,"Children","5 or 6",5,6,"Same","30/08/2018",NA,NA,6,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/08/2018"
"Child Minding",NA,"Private","Little Angels Childcare Johnstone","Johnstone",NA,NA,"No","2009_10",NA,"Renfrewshire",NA,6,"Children","Mix",3,4,"Same","25/10/2020",NA,NA,4,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/03/2020"
"Child Minding",NA,"Private","Maheen, Aisha","Edinburgh",NA,NA,"No","2009_3",NA,"City of Edinburgh",NA,5,"Children","5 or 6",5,5,"Same","28/02/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/12/2012"
"Child Minding",NA,"Private","Port, Stacey","Wishaw",NA,NA,"No","2010_2",NA,"North Lanarkshire",NA,6,"Children","5 or 6",5,5,"Same","29/08/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","21/08/2023"
"Day Care of Children","Day Care of Children (over 3s)","Private","Happy Days Out of School Care","Glasgow","G66 2AB","Happy Days Nursery (Scotland) Ltd","No","2008_9",NA,"East Dunbartonshire",4.88,50,"Children","Mix",4,5,"Same","29/08/2019",NA,NA,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27/06/2019"
"Support Service","Other than Care at home","Voluntary or Not for Profit","Hillcrest Futures, Dundee, Student Support Service","Dundee","DD4 6EW","Hillcrest Futures Limited","No","2008_9",NA,"Dundee City",22.5,0,"Adults","Mix",4,6,"Same","26/05/2023",4,6,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","05/05/2023"
"Child Minding",NA,"Private","Walls, Linda","Glasgow",NA,NA,"No","2009_1",NA,"East Dunbartonshire",NA,6,"Children","5 or 6",5,6,"Same","19/07/2018",NA,NA,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21/06/2018"
"Child Minding",NA,"Private","Salama, Wafaa","Edinburgh",NA,NA,"No","2009_1",NA,"City of Edinburgh",NA,6,"Children","Mix",4,4,"Same","16/11/2017",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/09/2017"
"Support Service","Care at Home","Private","Bluebird Care (Dunbartonshire)","Glasgow","G61 2QR","Caledonian Care Consultants Ltd","No","2008_11",NA,"East Dunbartonshire",3,0,"Adults","Mix",3,5,"Decline","08/09/2023",5,3,NA,5,5,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,NA,"21/07/2023"
"Child Minding",NA,"Private","Joginder & Sukhminder Athwal","Dundee",NA,NA,"No","2009_2",NA,"Dundee City",NA,7,"Children","5 or 6",5,5,"Same","30/04/2018",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20/03/2018"
"Child Minding",NA,"Private","Clark, Deborah","Glasgow",NA,NA,"No","2009_1",NA,"South Lanarkshire",NA,6,"Children","5 or 6",5,5,"Same","09/07/2018",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/06/2018"
"Care Home Service","Learning Disabilities","Private","Redcroft Care Services","Edinburgh","EH13 9NQ","Rajen & Joanne Mawjee, (A Partnership)","No","2009_3","Learning difficulties","City of Edinburgh",17.2,7,"Adults","Mix",2,3,"Same","25/07/2023",3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","26/06/2023"
"Support Service","Care at Home","Private","Gibson Training and Care Limited - Care at Home","Leven","KY8 3RS","Gibson Training and Care Limited","No","2008_6",NA,"Fife",22.3,0,"Adults","Mix",4,5,"Same","02/05/2023",5,5,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14/04/2023"
"Child Minding",NA,"Private","Martin, Miranda Sophie","Glasgow",NA,NA,"No","2009_3",NA,"South Lanarkshire",NA,6,"Children","5 or 6",5,5,"Same","07/02/2019",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17/12/2018"
"Care Home Service","Older People","Private","Links View","Burntisland","KY3 9EH","Fairfield Care Scotland Ltd","No","2008_9","Older people - dementia","Fife",33,26,"Adults","Mix",3,4,"Same","21/08/2023",3,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,"Yes","Inspected but no requirements","03/08/2023"
"Care Home Service","Older People","Private","Stanely Park Care Home","Paisley","PA2 6HJ","Stanely Homes Limited","No","2009_5","Older people - frailty","Renfrewshire",29.26,40,"Adults","Mix",4,5,"Same","14/12/2022",5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"11/11/2022"
"Child Minding",NA,"Private","Fraser, Hazel","Muir Of Ord",NA,NA,"No","2009_1",NA,"Highland",NA,6,"Children","5 or 6",5,6,"Same","30/08/2016",NA,NA,5,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25/05/2012"
"Care Home Service","Learning Disabilities","Private","Clare House","Dunblane","FK15 9HR","Consensus Support Services Limited","No","2009_6","Learning difficulties","Stirling",12.7,13,"Adults","Mix",4,5,"Same","01/11/2022",4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"07/10/2022"
"Child Minding",NA,"Private","Gilbert ,Andria","Kirkcaldy",NA,NA,"No","2008_12",NA,"Fife",1,6,"Children","5 or 6",5,5,"Same","18/06/2019",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14/05/2019"
"Care Home Service","Older People","Local Authority","Montfield Support Services","Shetland","ZE1 0LA","Shetland Islands Council","Yes","2010_8","Older people - frailty","Shetland Islands",28.12,17,"Adults","Mix",4,4,"Same","10/08/2023",4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Inspected but no requirements","02/08/2023"
"Care Home Service","Older People","Private","Glenlivet Gardens Care Home","Glasgow","G53 7LA","JSL Care Ltd","No","2009_4","Older people - frailty","Glasgow City",15.5,56,"Adults","Mix",4,4,"Same","07/06/2021",4,4,4,4,4,NA,2,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,NA,"26/05/2021"
"Child Minding",NA,"Private","MacNamara, Dawn","South Queensferry",NA,NA,"No","2009_7",NA,"City of Edinburgh",NA,7,"Children","5 or 6",5,5,"Same","23/01/2017",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/02/2013"
"Child Minding",NA,"Private","Keli Tots","Forfar",NA,NA,"No","2010_6",NA,"Angus",2,15,"Children","Mix",4,5,"Same","01/08/2023",NA,NA,4,5,5,5,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","Inspected but no requirements","Inspected but no requirements","29/06/2023"
"Child Minding",NA,"Private","MacKay, Debbie","Lairg",NA,NA,"No","2009_7",NA,"Highland",NA,6,"Children","5 or 6",5,5,"Same","03/06/2016",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14/03/2016"
"Care Home Service","Older People","Private","Dunvegan Lodge Care Home","Glasgow","G72 8PN","Keane Premier Healthcare Ltd","No","2009_1","Older people - dementia","South Lanarkshire",122.8,24,"Adults","Mix",4,5,"Same","18/05/2022",4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"13/05/2022"
"Child Minding",NA,"Private","Naylor, Sonia","Edinburgh",NA,NA,"No","2009_9",NA,"City of Edinburgh",NA,6,"Children","Mix",4,4,"Same","09/12/2015",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/09/2015"
"Day Care of Children","Day Care of Children (under 3s)","Private","Rocking Horse Nursery","Edinburgh","EH15 1SG","Greenan, Lisa","No","2009_1",NA,"City of Edinburgh",8.9,30,"Children","Mix",3,3,"Same","16/12/2022",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"08/11/2022"
"Day Care of Children","Day Care of Children (under 3s)","Local Authority","Sgoil Araich Bhaile a Mhanaich","Isle Of Benbecula","HS7 5LS","Comhairle Nan Eilean Siar","Yes","2008_10",NA,"Na h-Eileanan Siar",10,56,"Children","5 or 6",5,6,"Same","11/06/2018",NA,NA,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22/05/2018"
"Day Care of Children","Day Care of Children (over 3s)","Local Authority","Lunnasting Nursery","Shetland","ZE2 9QB","Shetland Islands Council","Yes","2008_12",NA,"Shetland Islands",1.12,12,"Children","5 or 6",5,5,"Same","15/01/2019",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/12/2018"
"Day Care of Children","Day Care of Children (under 3s)","Private","Kidzcare @ Haystax","Edinburgh","EH16 4AQ","Kidzcare Ltd","No","2008_11",NA,"City of Edinburgh",6.38,19,"Children","Mix",4,5,"Same","25/04/2019",NA,NA,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25/02/2019"
"Care Home Service","Older People","Private","Hutton Park Care Home","Largs","KA30 8PD","Hutton Park Limited","No","2010_1","Older people - dementia","North Ayrshire",35.96,37,"Adults","Mix",4,4,"Same","22/08/2023",4,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","Inspected but no requirements","17/08/2023"
"Child Minding",NA,"Private","Riley, Elinor","Hamilton",NA,NA,"No","2009_1",NA,"South Lanarkshire",NA,6,"Children","Mix",4,4,"Same","16/06/2020",NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03/03/2020"
"Care Home Service","Learning Disabilities","Private","Stoneywood House & Villa","Denny","FK6 5DJ","Stoneywood Care Services Ltd","No","2010_8","Learning difficulties","Falkirk",20.2,13,"Adults","5 or 6",5,6,"Same","25/07/2022",5,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"22/06/2022"
"Care Home Service","Older People","Private","Queensberry Care Home","Sanquhar","DG4 6DR","Harveys Healthcare Limited","No","2009_4","Older people - frailty","Dumfries & Galloway",28.6,44,"Adults","Mix",3,4,"Same","27/10/2022",4,4,3,4,3,NA,NA,NA,NA,NA,1,NA,"Yes","Inspected but no requirements","Yes","06/09/2023"
"Child Minding",NA,"Private","Samuels, Mary-Anne","Glasgow",NA,NA,"No","2009_9",NA,"Glasgow City",NA,6,"Children","5 or 6",5,5,"Same","28/06/2019",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26/04/2019"
"Child Minding",NA,"Private","Forrest, Michelle","Larbert",NA,NA,"No","2009_7",NA,"Falkirk",NA,8,"Children","5 or 6",5,5,"Same","01/06/2023",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Inspected but no requirements","17/04/2023"
"Child Minding",NA,"Private","Francis, Mairi","Fraserburgh",NA,NA,"No","2009_4",NA,"Aberdeenshire",NA,6,"Children","5 or 6",5,5,"Same","03/09/2018",NA,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26/07/2018"
"Day Care of Children","Day Care of Children (under 3s)","Private","Clyde Valley Kindergarten","Lanark","ML11 9UP","Clyde Valley Kindergarten Limited","No","2009_1",NA,"South Lanarkshire",10.75,49,"Children","5 or 6",5,5,"Same","02/10/2019",NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/2019"
"Housing Support Service",NA,"Private","Living Ambitions Limited - South Lanarkshire and West of Scotland","Glasgow","G40 1DA","Living Ambitions Ltd","No","2009_2",NA,"Glasgow City",65.23,0,"Adults","Mix",4,4,"Same","23/10/2022",4,4,NA,4,4,NA,1,NA,NA,NA,NA,NA,NA,"Inspected but no requirements",NA,"10/10/2022"
"Support Service","Care at Home","Private","Living Ambitions Limited - South Lanarkshire and West of Scotland","Glasgow","G40 1DA","Living Ambitions Ltd","No","2009_2",NA,"Glasgow City",0.1,0,"Adults","Mix",4,4,"Same","23/10/2022",4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/10/2022"
"Day Care of Children","Day Care of Children (under 3s)","Local Authority","Beechwood Nursery School","Glasgow","G33 4HH","Glasgow City Council","Yes","2009_3",NA,"Glasgow City",21.12,75,"Children","5 or 6",5,6,"Same","07/12/2018",NA,NA,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04/12/2018"
"Day Care of Children","Day Care of Children (over 3s)","Private","Wonder Weans Playcare","Edinburgh","EH13 0FJ","Wonder Weans Ltd","No","2009_5",NA,"City of Edinburgh",3.89,60,"Children","Mix",4,5,"Same","27/02/2017",NA,NA,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/05/2013"
"Day Care of Children","Day Care of Children (under 3s)","Private","Rainbow Bright Childcare","Dundee","DD3 8RF","Rainbow Bright Childcare Ltd","No","2009_3",NA,"Dundee City",14.12,60,"Children","5 or 6",5,5,"Same","28/08/2019",NA,NA,5,5,5,5,NA,NA,2,NA,NA,NA,NA,NA,"Inspected but no requirements","22/09/2023"
"Child Minding",NA,"Private","Kane, Gail","Dundee",NA,NA,"No","2009_10",NA,"Dundee City",NA,6,"Children","Mix",3,3,"Decline","06/09/2023",NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","18/08/2023"
"Day Care of Children","Day Care of Children (under 3s)","Private","Abbey Nursery","Paisley","PA1 2RE","RAM 204 Limited","No","2008_11",NA,"Renfrewshire",20.3,90,"Children","Mix",4,5,"Same","08/06/2018",NA,NA,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23/03/2018"
"Care Home Service","Learning Disabilities","Voluntary or Not for Profit","Brothers of Charity Services (Scotland) - Care Home Service","Melrose","TD6 9NW","Brothers of Charity Services (Scotland)","No","2009_1","Learning difficulties","Scottish Borders",14.82,7,"Adults","Mix",3,4,"Same","21/03/2023",4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"20/02/2023"
